Date,Symbol,Series,Prev Close,open,high,low,last,close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,signal,quantity,netWorth,balance
1996-07-29,BLUEDART,EQ,91.0,93.5,96.95,93.5,,96.95,94.49,400,3779500000.0,,,,sell,166.8731621112696,63784.93903808686,47574.46558375047
1996-07-30,BLUEDART,EQ,96.95,89.95,94.0,89.95,,92.15,91.71,500,4585500000.0,,,,sell,50.1509045069071,62951.827472303965,58319.665665954235
1996-08-05,BLUEDART,EQ,92.15,88.0,88.0,88.0,,88.0,88.0,100,880000000.0,,,,sell,46.57193090648249,62732.94526256206,58634.30039311476
1996-08-06,BLUEDART,EQ,88.0,85.0,86.5,85.0,,86.5,85.75,200,1715000000.0,,,,buy,569.5710628028094,62662.7724165255,13349.636059173463
1996-08-07,BLUEDART,EQ,86.5,87.5,87.5,87.5,,87.5,87.5,100,875000000.0,,,,sell,554.3628879970762,63187.10405441928,14679.020639379612
1996-08-12,BLUEDART,EQ,87.5,84.0,89.95,84.0,,86.0,87.38,500,4369000000.0,,,,buy,691.0097630181722,62354.22900712816,2915.6377563135447
1996-08-13,BLUEDART,EQ,86.0,82.1,82.1,82.1,,82.1,82.1,200,1642000000.0,,,,sell,554.5737509562445,59647.539300105476,14105.832950007527
1996-08-14,BLUEDART,EQ,82.1,82.0,82.0,82.0,,82.0,82.0,100,820000000.0,,,,buy,679.6434998789483,59580.88052841957,3839.8578189341497
1996-08-16,BLUEDART,EQ,82.0,77.0,77.0,77.0,,77.0,77.0,200,1540000000.0,,,,sell,648.51491556859,56172.40730961317,6234.361909839841
1996-08-19,BLUEDART,EQ,77.0,70.0,70.0,69.0,,69.0,69.67,300,2090000000.0,,,,sell,20.278244032517136,50981.89108407255,49539.34391549288
1996-08-20,BLUEDART,EQ,69.0,66.25,68.0,66.0,,68.0,66.75,300,2002500000.0,,,,buy,224.11837480780017,50918.264509704044,35664.353893880914
1996-08-21,BLUEDART,EQ,68.0,70.0,70.8,68.0,,68.2,69.04,1000,6903500000.0,,,,buy,493.0949204250793,50949.227055772884,17301.80928237138
1996-08-22,BLUEDART,EQ,68.2,67.0,67.2,65.3,,65.3,65.95,1100,7254500000.0,,,,sell,476.34866828956797,49500.90758612906,18394.246016555822
