Date,Symbol,Series,Prev Close,open,high,low,Last,close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,signal,quantity,netWorth,balance
2010-02-01,ADANIPOWER,EQ,100.0,101.35,103.5,99.9,102.7,102.3,100.49,7320238,73562254585000.0,,6154028,0.8407,sell,586.6654947805381,100407.36633603368,40365.856286544236
2010-02-02,ADANIPOWER,EQ,102.3,103.0,104.8,99.8,102.35,101.8,101.97,1646908,16793495565000.0,,515024,0.3127,sell,307.7259004898055,100088.40365520302,68733.51093464202
2010-02-03,ADANIPOWER,EQ,101.8,102.7,105.3,101.6,105.2,104.45,103.21,2527299,26084689885000.0,,1905962,0.7541,buy,467.0842499437877,100875.48124080221,52071.886354573115
2010-02-04,ADANIPOWER,EQ,104.45,105.0,106.4,103.85,104.3,104.85,105.26,3068119,32296410705000.0,,1940225,0.6324000000000001,buy,595.5087630509865,101045.66996117926,38593.110845084026
2010-02-05,ADANIPOWER,EQ,104.85,102.0,104.75,100.75,104.65,104.0,103.3,1966110,20309688820000.0,,1529992,0.7782,sell,359.97475744588525,100526.02220238662,63064.151891431626
2010-02-06,ADANIPOWER,EQ,104.0,104.4,105.35,104.0,104.9,104.8,104.75,240170,2515762160000.0,,106410,0.4431,buy,751.9296888959459,100789.5064717604,21946.198198649312
2010-02-08,ADANIPOWER,EQ,104.8,104.7,108.85,104.7,106.05,106.05,106.72,2331355,24879838125000.0,,854818,0.3667,sell,620.42836152753,101688.34170606438,35877.968250302394
2010-02-09,ADANIPOWER,EQ,106.05,106.0,110.0,105.25,108.0,108.1,108.52,3051529,33116285215000.0,,1273769,0.4174,buy,938.1412901765898,102946.27413142838,1498.8558957520727
2010-02-10,ADANIPOWER,EQ,108.1,108.45,109.0,105.8,106.9,106.75,107.1,1538314,16475089050000.0,,1030466,0.6698999999999999,sell,850.029425368893,101645.43862210303,10895.391522405478
2010-02-11,ADANIPOWER,EQ,106.75,107.5,107.5,106.0,107.0,106.85,106.89,569437,6086830395000.0,,384033,0.6744,sell,548.4135770518822,101721.0356230717,43090.81726168541
2010-02-15,ADANIPOWER,EQ,106.85,107.1,108.3,105.4,107.1,107.6,107.26,893646,9585388215000.0,,286856,0.321,sell,196.22365423746305,102100.11815246794,80948.55732082207
2010-02-16,ADANIPOWER,EQ,107.6,107.95,108.85,107.0,108.35,108.2,108.07,947944,10244018435000.0,,562205,0.5931000000000001,sell,185.54710786076978,102179.95670931558,82102.60443646232
2010-02-17,ADANIPOWER,EQ,108.2,108.5,109.8,106.75,108.2,107.85,108.6,1270968,13803304590000.0,,664101,0.5225,sell,23.223521920597705,102113.86001924635,99591.69658136624
2010-02-18,ADANIPOWER,EQ,107.85,107.8,108.3,106.75,107.05,107.0,107.53,403939,4343656355000.0,,189558,0.4693,buy,161.01709728717327,102076.6134268702,84833.04010457844
2010-02-19,ADANIPOWER,EQ,107.0,106.5,107.95,106.0,106.7,106.7,107.0,398685,4266013460000.0,,243405,0.6104999999999999,buy,414.7981019037938,102013.56438511983,57727.52847879244
2010-02-22,ADANIPOWER,EQ,106.7,104.5,108.5,104.5,106.0,106.0,106.64,429552,4580679720000.0,,252896,0.5887,sell,87.7638423853063,101696.12728059458,92358.49435624316
2010-02-23,ADANIPOWER,EQ,106.0,105.5,107.1,105.5,106.15,105.95,106.18,318969,3386827350000.0,,187736,0.5886,buy,498.92323907073205,101657.07345696636,48752.59393934348
2010-02-24,ADANIPOWER,EQ,105.95,105.95,106.0,104.6,105.15,105.15,105.33,182331,1920421270000.0,,114658,0.6288,sell,29.87515171221753,101214.37252763097,98023.67991870554
2010-02-25,ADANIPOWER,EQ,105.15,106.2,107.2,105.0,106.85,106.6,106.53,870959,9277903075000.0,,537621,0.6173,buy,474.44856128689895,101208.37109122793,50584.76293258385
2010-02-26,ADANIPOWER,EQ,106.6,106.6,108.9,102.6,103.0,106.05,107.15,2520655,27008434360000.004,,2029473,0.8051,sell,17.376515090132557,100900.03285705947,99008.78094125175
2010-03-02,ADANIPOWER,EQ,106.05,105.0,106.95,100.55,106.85,105.7,103.79,3239711,33623789665000.0,,1805387,0.5573,buy,948.7149325317579,100845.47858627877,467.86774694838095
2010-03-03,ADANIPOWER,EQ,105.7,106.0,107.2,104.75,106.6,106.55,106.01,687490,7287886200000.0,,384697,0.5596,sell,185.7396748480288,101553.44380820719,81681.5864394435
2010-03-04,ADANIPOWER,EQ,106.55,104.5,107.7,104.5,107.7,107.3,107.07,542870,5812407515000.0,,376507,0.6935,buy,893.7363473075475,101611.453550637,5637.575441582245
